name,2012EI,2013EI,2014EI,2015EI,2016EI,2017EI,2018EI,Education,,2012CR,2013CR,2014CR,2015CR,2016CR,2017CR,2018CR,Criminality,,2012II,2013II,2014II,2015II,2016II,2017II,2018II,Income
Romania,0.76333333333333,0.76611111111111,0.76611111111111,0.76611111111111,0.76388888888889,0.76388888888889,,0.76490740740741,,393.31259720062,400.14515292898,873.45256609642,570.89165370658,485.68688439606,509.12389839295,532.28097459824,537.84196104569,,0.67563920494568,0.68499963372282,0.69103631270885,0.68947095433406,0.6897853264171,0.69728989121644,0.71582691353415,0.69200689098273
Russia,0.79555555555556,0.80722222222222,0.81333333333333,0.82777777777778,0.83055555555556,0.83055555555556,,0.8175,,13.695833333333,22.934027777778,19.904166666667,18.228472222222,16.777083333333,15.579861111111,14.436111111111,17.365079365079,,0.74085793467898,0.75878653496559,0.75311241318419,0.72038301125026,0.69150277442192,0.68320618249352,0.69936731122722,0.72103088031738
Serbia,0.74166666666667,0.74388888888889,0.75666666666667,0.76666666666667,0.77555555555556,0.77555555555556,,0.76,,6231.884057971,6232.115942029,6095.5942028986,6076.3333333333,5764.3188405797,5556.3043478261,5187.9565217391,5877.7867494824,,0.62047497978122,0.62963267636932,0.62439872587781,0.6174638023699,0.61072606626862,0.60724104122712,0.62845896625774,0.61977089402167
Slovakia,0.82388888888889,0.82055555555556,0.82111111111111,0.83333333333333,0.83333333333333,0.83333333333333,,0.82759259259259,,679.17200952555,420.62648836783,380.43597728522,479.2636013922,324.29016303352,320.8646272211,364.84704158271,424.21427262973,,0.78273810404098,0.78650945549762,0.78700526250088,0.78163083970451,0.77391418557571,0.7721950541746,0.7869227409302,0.78155937748921
Slovenia,0.85944444444444,0.87888888888889,0.87722222222222,0.87777777777778,0.88777777777778,0.88444444444444,,0.87759259259259,,1729.4285714286,1757.380952381,1517.5714285714,1163.3333333333,1093.8571428571,1049.5714285714,1011.5238095238,1331.8095238095,,0.82308609814954,0.82295610181503,0.82540710255308,0.81644521638743,0.8131508217961,0.81556005518523,0.83148902216097,0.82115634543534
Spain,0.8,0.80555555555556,0.81222222222222,0.81777777777778,0.82388888888889,0.82388888888889,,0.81388888888889,,405.53748680042,399.97888067582,383.99155227033,512.36536430834,400.05913410771,401.86483632524,418.99894403379,417.54231407452,,0.85915259775613,0.85755792002323,0.85714364281772,0.85346941678583,0.84861016440224,0.8460648427717,0.85812570235759,0.8543034695592
Sweden,0.85222222222222,0.86222222222222,0.88222222222222,0.90222222222222,0.90222222222222,0.90222222222222,,0.88388888888889,,4154.5893719807,4154.7439613527,4063.729468599,4050.8888888889,3842.8792270531,3704.2028985507,3458.6376811594,3918.5244996549,,0.96398432453231,0.97075791414486,0.97092891604226,0.96226177433653,0.95138127416237,0.94763950313339,0.95489691168573,0.96026437400535
Switzerland,0.88555555555556,0.88833333333333,0.89111111111111,0.89666666666667,0.89666666666667,0.89666666666667,,0.8925,,2528.6673613523,2323.8392960519,2060.8776195438,1867.4771332639,1733.46069237,1675.6975801783,1614.9010072942,1972.1315271506,,1.0237507408396,1.0303673780417,1.0265303061105,1.0254280140971,1.0192438872719,1.0125920473653,1.0189599144822,1.0224103268869
Turkey,0.65,0.66777777777778,0.67555555555556,0.68222222222222,0.68888888888889,0.68888888888889,,0.67555555555556,,0,0,0,0,0,0,0,0,,0.60696960228367,0.6307973369683,0.64601492847501,0.64240555446146,0.63804577907236,0.62775033760221,0.63604206276219,0.63257508594646
Ukraine,0.79055555555556,0.79055555555556,0.79333333333333,0.79333333333333,0.79333333333333,0.79333333333333,,0.79240740740741,,61.322727272727,68.027272727273,67.868181818182,65.890909090909,62.190909090909,61.025,63.220454545455,64.220779220779,,0.5370557017379,0.54947823781436,0.53962328306794,0.49503149447946,0.47428971245068,0.47879917363311,0.50334858939145,0.51108945608213
England,0.86611111111111,0.91166666666667,0.92055555555556,0.91,0.91333333333333,0.91333333333333,,0.90583333333333,,156.70298507463,164.32089552239,154.64776119403,143.72089552239,141.84776119403,145.71194029851,146.60746268657,150.50852878465,,0.91129602297081,0.9150180298119,0.92080923764091,0.92060497022455,0.91575858699938,0.90980311338944,0.9114770798442,0.91496672012588
